0_1	PLAUSIBLE
0_2	PLAUSIBLE
0_3	IMPLAUSIBLE
0_4	IMPLAUSIBLE
0_5	IMPLAUSIBLE
1_1	IMPLAUSIBLE
1_2	PLAUSIBLE
1_3	PLAUSIBLE
1_4	NEUTRAL
1_5	NEUTRAL
2_1	PLAUSIBLE
2_2	NEUTRAL
2_3	NEUTRAL
2_4	IMPLAUSIBLE
2_5	PLAUSIBLE
3_1	PLAUSIBLE
3_2	PLAUSIBLE
3_3	NEUTRAL
3_4	NEUTRAL
3_5	IMPLAUSIBLE
4_1	IMPLAUSIBLE
4_2	IMPLAUSIBLE
4_3	IMPLAUSIBLE
4_4	IMPLAUSIBLE
4_5	PLAUSIBLE
5_1	PLAUSIBLE
5_2	PLAUSIBLE
5_3	IMPLAUSIBLE
5_4	NEUTRAL
5_5	IMPLAUSIBLE
6_1	PLAUSIBLE
6_2	PLAUSIBLE
6_3	PLAUSIBLE
6_4	IMPLAUSIBLE
6_5	PLAUSIBLE
7_1	PLAUSIBLE
7_2	NEUTRAL
7_3	IMPLAUSIBLE
7_4	IMPLAUSIBLE
7_5	PLAUSIBLE
8_1	IMPLAUSIBLE
8_2	NEUTRAL
8_3	PLAUSIBLE
8_4	PLAUSIBLE
8_5	IMPLAUSIBLE
9_1	PLAUSIBLE
9_2	IMPLAUSIBLE
9_3	IMPLAUSIBLE
9_4	PLAUSIBLE
9_5	PLAUSIBLE
10_1	PLAUSIBLE
10_2	PLAUSIBLE
10_3	PLAUSIBLE
10_4	IMPLAUSIBLE
10_5	IMPLAUSIBLE
11_1	PLAUSIBLE
11_2	PLAUSIBLE
11_3	NEUTRAL
11_4	PLAUSIBLE
11_5	PLAUSIBLE
12_1	IMPLAUSIBLE
12_2	IMPLAUSIBLE
12_3	PLAUSIBLE
12_4	PLAUSIBLE
12_5	PLAUSIBLE
13_1	IMPLAUSIBLE
13_2	PLAUSIBLE
13_3	IMPLAUSIBLE
13_4	PLAUSIBLE
13_5	PLAUSIBLE
14_1	PLAUSIBLE
14_2	IMPLAUSIBLE
14_3	PLAUSIBLE
14_4	PLAUSIBLE
14_5	NEUTRAL
15_1	PLAUSIBLE
15_2	PLAUSIBLE
15_3	PLAUSIBLE
15_4	PLAUSIBLE
15_5	IMPLAUSIBLE
16_1	NEUTRAL
16_2	IMPLAUSIBLE
16_3	NEUTRAL
16_4	PLAUSIBLE
16_5	PLAUSIBLE
17_1	PLAUSIBLE
17_2	NEUTRAL
17_3	PLAUSIBLE
17_4	PLAUSIBLE
17_5	PLAUSIBLE
18_1	IMPLAUSIBLE
18_2	PLAUSIBLE
18_3	PLAUSIBLE
18_4	PLAUSIBLE
18_5	PLAUSIBLE
19_1	PLAUSIBLE
19_2	NEUTRAL
19_3	IMPLAUSIBLE
19_4	PLAUSIBLE
19_5	IMPLAUSIBLE
20_1	PLAUSIBLE
20_2	IMPLAUSIBLE
20_3	PLAUSIBLE
20_4	IMPLAUSIBLE
20_5	IMPLAUSIBLE
21_1	PLAUSIBLE
21_2	IMPLAUSIBLE
21_3	IMPLAUSIBLE
21_4	IMPLAUSIBLE
21_5	PLAUSIBLE
22_1	PLAUSIBLE
22_2	PLAUSIBLE
22_3	IMPLAUSIBLE
22_4	PLAUSIBLE
22_5	PLAUSIBLE
23_1	IMPLAUSIBLE
23_2	PLAUSIBLE
23_3	IMPLAUSIBLE
23_4	PLAUSIBLE
23_5	PLAUSIBLE
24_1	IMPLAUSIBLE
24_2	IMPLAUSIBLE
24_3	IMPLAUSIBLE
24_4	IMPLAUSIBLE
24_5	PLAUSIBLE
25_1	IMPLAUSIBLE
25_2	PLAUSIBLE
25_3	IMPLAUSIBLE
25_4	IMPLAUSIBLE
25_5	PLAUSIBLE
26_1	PLAUSIBLE
26_2	PLAUSIBLE
26_3	PLAUSIBLE
26_4	IMPLAUSIBLE
26_5	PLAUSIBLE
27_1	PLAUSIBLE
27_2	NEUTRAL
27_3	PLAUSIBLE
27_4	PLAUSIBLE
27_5	PLAUSIBLE
28_1	IMPLAUSIBLE
28_2	PLAUSIBLE
28_3	IMPLAUSIBLE
28_4	IMPLAUSIBLE
28_5	IMPLAUSIBLE
29_1	IMPLAUSIBLE
29_2	IMPLAUSIBLE
29_3	NEUTRAL
29_4	IMPLAUSIBLE
29_5	PLAUSIBLE
30_1	IMPLAUSIBLE
30_2	NEUTRAL
30_3	PLAUSIBLE
30_4	PLAUSIBLE
30_5	IMPLAUSIBLE
31_1	PLAUSIBLE
31_2	PLAUSIBLE
31_3	PLAUSIBLE
31_4	PLAUSIBLE
31_5	IMPLAUSIBLE
32_1	PLAUSIBLE
32_2	PLAUSIBLE
32_3	IMPLAUSIBLE
32_4	NEUTRAL
32_5	PLAUSIBLE
33_1	NEUTRAL
33_2	PLAUSIBLE
33_3	PLAUSIBLE
33_4	PLAUSIBLE
33_5	PLAUSIBLE
34_1	IMPLAUSIBLE
34_2	IMPLAUSIBLE
34_3	NEUTRAL
34_4	PLAUSIBLE
34_5	IMPLAUSIBLE
35_1	NEUTRAL
35_2	PLAUSIBLE
35_3	PLAUSIBLE
35_4	NEUTRAL
35_5	NEUTRAL
36_1	IMPLAUSIBLE
36_2	IMPLAUSIBLE
36_3	IMPLAUSIBLE
36_4	IMPLAUSIBLE
36_5	PLAUSIBLE
37_1	IMPLAUSIBLE
37_2	NEUTRAL
37_3	PLAUSIBLE
37_4	NEUTRAL
37_5	PLAUSIBLE
38_1	NEUTRAL
38_2	IMPLAUSIBLE
38_3	NEUTRAL
38_4	IMPLAUSIBLE
38_5	PLAUSIBLE
39_1	IMPLAUSIBLE
39_2	IMPLAUSIBLE
39_3	IMPLAUSIBLE
39_4	PLAUSIBLE
39_5	IMPLAUSIBLE
40_1	IMPLAUSIBLE
40_2	IMPLAUSIBLE
40_3	IMPLAUSIBLE
40_4	PLAUSIBLE
40_5	IMPLAUSIBLE
41_1	IMPLAUSIBLE
41_2	IMPLAUSIBLE
41_3	PLAUSIBLE
41_4	IMPLAUSIBLE
41_5	IMPLAUSIBLE
42_1	IMPLAUSIBLE
42_2	NEUTRAL
42_3	PLAUSIBLE
42_4	PLAUSIBLE
42_5	IMPLAUSIBLE
43_1	NEUTRAL
43_2	IMPLAUSIBLE
43_3	IMPLAUSIBLE
43_4	PLAUSIBLE
43_5	IMPLAUSIBLE
44_1	PLAUSIBLE
44_2	PLAUSIBLE
44_3	PLAUSIBLE
44_4	IMPLAUSIBLE
44_5	PLAUSIBLE
45_1	NEUTRAL
45_2	IMPLAUSIBLE
45_3	IMPLAUSIBLE
45_4	PLAUSIBLE
45_5	PLAUSIBLE
46_1	IMPLAUSIBLE
46_2	IMPLAUSIBLE
46_3	IMPLAUSIBLE
46_4	PLAUSIBLE
46_5	PLAUSIBLE
47_1	NEUTRAL
47_2	IMPLAUSIBLE
47_3	PLAUSIBLE
47_4	PLAUSIBLE
47_5	PLAUSIBLE
48_1	IMPLAUSIBLE
48_2	PLAUSIBLE
48_3	IMPLAUSIBLE
48_4	IMPLAUSIBLE
48_5	IMPLAUSIBLE
49_1	PLAUSIBLE
49_2	IMPLAUSIBLE
49_3	IMPLAUSIBLE
49_4	PLAUSIBLE
49_5	IMPLAUSIBLE
50_1	PLAUSIBLE
50_2	PLAUSIBLE
50_3	IMPLAUSIBLE
50_4	NEUTRAL
50_5	PLAUSIBLE
51_1	PLAUSIBLE
51_2	PLAUSIBLE
51_3	PLAUSIBLE
51_4	IMPLAUSIBLE
51_5	IMPLAUSIBLE
52_1	IMPLAUSIBLE
52_2	PLAUSIBLE
52_3	PLAUSIBLE
52_4	NEUTRAL
52_5	PLAUSIBLE
53_1	NEUTRAL
53_2	PLAUSIBLE
53_3	PLAUSIBLE
53_4	PLAUSIBLE
53_5	NEUTRAL
54_1	PLAUSIBLE
54_2	NEUTRAL
54_3	IMPLAUSIBLE
54_4	NEUTRAL
54_5	NEUTRAL
55_1	IMPLAUSIBLE
55_2	IMPLAUSIBLE
55_3	IMPLAUSIBLE
55_4	NEUTRAL
55_5	IMPLAUSIBLE
56_1	PLAUSIBLE
56_2	PLAUSIBLE
56_3	IMPLAUSIBLE
56_4	PLAUSIBLE
56_5	NEUTRAL
57_1	PLAUSIBLE
57_2	IMPLAUSIBLE
57_3	IMPLAUSIBLE
57_4	IMPLAUSIBLE
57_5	IMPLAUSIBLE
58_1	PLAUSIBLE
58_2	IMPLAUSIBLE
58_3	IMPLAUSIBLE
58_4	NEUTRAL
58_5	PLAUSIBLE
59_1	IMPLAUSIBLE
59_2	IMPLAUSIBLE
59_3	PLAUSIBLE
59_4	IMPLAUSIBLE
59_5	NEUTRAL
60_1	IMPLAUSIBLE
60_2	IMPLAUSIBLE
60_3	PLAUSIBLE
60_4	PLAUSIBLE
60_5	IMPLAUSIBLE
61_1	IMPLAUSIBLE
61_2	PLAUSIBLE
61_3	IMPLAUSIBLE
61_4	PLAUSIBLE
61_5	NEUTRAL
62_1	NEUTRAL
62_2	NEUTRAL
62_3	PLAUSIBLE
62_4	NEUTRAL
62_5	NEUTRAL
63_1	NEUTRAL
63_2	PLAUSIBLE
63_3	IMPLAUSIBLE
63_4	NEUTRAL
63_5	IMPLAUSIBLE
64_1	IMPLAUSIBLE
64_2	PLAUSIBLE
64_3	PLAUSIBLE
64_4	PLAUSIBLE
64_5	NEUTRAL
65_1	PLAUSIBLE
65_2	IMPLAUSIBLE
65_3	PLAUSIBLE
65_4	PLAUSIBLE
65_5	PLAUSIBLE
66_1	PLAUSIBLE
66_2	PLAUSIBLE
66_3	PLAUSIBLE
66_4	IMPLAUSIBLE
66_5	PLAUSIBLE
67_1	IMPLAUSIBLE
67_2	NEUTRAL
67_3	PLAUSIBLE
67_4	IMPLAUSIBLE
67_5	IMPLAUSIBLE
68_1	PLAUSIBLE
68_2	IMPLAUSIBLE
68_3	NEUTRAL
68_4	IMPLAUSIBLE
68_5	PLAUSIBLE
69_1	NEUTRAL
69_2	IMPLAUSIBLE
69_3	IMPLAUSIBLE
69_4	PLAUSIBLE
69_5	IMPLAUSIBLE
70_1	NEUTRAL
70_2	NEUTRAL
70_3	PLAUSIBLE
70_4	NEUTRAL
70_5	IMPLAUSIBLE
71_1	PLAUSIBLE
71_2	PLAUSIBLE
71_3	NEUTRAL
71_4	IMPLAUSIBLE
71_5	PLAUSIBLE
72_1	PLAUSIBLE
72_2	PLAUSIBLE
72_3	PLAUSIBLE
72_4	IMPLAUSIBLE
72_5	IMPLAUSIBLE
73_1	PLAUSIBLE
73_2	PLAUSIBLE
73_3	NEUTRAL
73_4	NEUTRAL
73_5	PLAUSIBLE
74_1	IMPLAUSIBLE
74_2	PLAUSIBLE
74_3	NEUTRAL
74_4	PLAUSIBLE
74_5	IMPLAUSIBLE
75_1	IMPLAUSIBLE
75_2	PLAUSIBLE
75_3	PLAUSIBLE
75_4	PLAUSIBLE
75_5	PLAUSIBLE
76_1	PLAUSIBLE
76_2	IMPLAUSIBLE
76_3	IMPLAUSIBLE
76_4	PLAUSIBLE
76_5	PLAUSIBLE
77_1	IMPLAUSIBLE
77_2	PLAUSIBLE
77_3	IMPLAUSIBLE
77_4	IMPLAUSIBLE
77_5	IMPLAUSIBLE
78_1	IMPLAUSIBLE
78_2	PLAUSIBLE
78_3	PLAUSIBLE
78_4	IMPLAUSIBLE
78_5	IMPLAUSIBLE
79_1	PLAUSIBLE
79_2	NEUTRAL
79_3	NEUTRAL
79_4	PLAUSIBLE
79_5	NEUTRAL
80_1	IMPLAUSIBLE
80_2	IMPLAUSIBLE
80_3	PLAUSIBLE
80_4	PLAUSIBLE
80_5	IMPLAUSIBLE
81_1	PLAUSIBLE
81_2	PLAUSIBLE
81_3	IMPLAUSIBLE
81_4	PLAUSIBLE
81_5	IMPLAUSIBLE
82_1	PLAUSIBLE
82_2	PLAUSIBLE
82_3	PLAUSIBLE
82_4	PLAUSIBLE
82_5	IMPLAUSIBLE
83_1	PLAUSIBLE
83_2	IMPLAUSIBLE
83_3	IMPLAUSIBLE
83_4	IMPLAUSIBLE
83_5	NEUTRAL
84_1	PLAUSIBLE
84_2	NEUTRAL
84_3	PLAUSIBLE
84_4	PLAUSIBLE
84_5	PLAUSIBLE
85_1	PLAUSIBLE
85_2	IMPLAUSIBLE
85_3	PLAUSIBLE
85_4	PLAUSIBLE
85_5	IMPLAUSIBLE
86_1	PLAUSIBLE
86_2	IMPLAUSIBLE
86_3	NEUTRAL
86_4	NEUTRAL
86_5	IMPLAUSIBLE
87_1	IMPLAUSIBLE
87_2	IMPLAUSIBLE
87_3	NEUTRAL
87_4	PLAUSIBLE
87_5	IMPLAUSIBLE
88_1	PLAUSIBLE
88_2	PLAUSIBLE
88_3	IMPLAUSIBLE
88_4	IMPLAUSIBLE
88_5	PLAUSIBLE
89_1	IMPLAUSIBLE
89_2	IMPLAUSIBLE
89_3	IMPLAUSIBLE
89_4	NEUTRAL
89_5	IMPLAUSIBLE
90_1	NEUTRAL
90_2	PLAUSIBLE
90_3	PLAUSIBLE
90_4	PLAUSIBLE
90_5	PLAUSIBLE
91_1	PLAUSIBLE
91_2	IMPLAUSIBLE
91_3	IMPLAUSIBLE
91_4	PLAUSIBLE
91_5	IMPLAUSIBLE
92_1	PLAUSIBLE
92_2	PLAUSIBLE
92_3	NEUTRAL
92_4	PLAUSIBLE
92_5	IMPLAUSIBLE
93_1	NEUTRAL
93_2	PLAUSIBLE
93_3	PLAUSIBLE
93_4	IMPLAUSIBLE
93_5	IMPLAUSIBLE
94_1	PLAUSIBLE
94_2	PLAUSIBLE
94_3	PLAUSIBLE
94_4	IMPLAUSIBLE
94_5	PLAUSIBLE
95_1	PLAUSIBLE
95_2	IMPLAUSIBLE
95_3	IMPLAUSIBLE
95_4	PLAUSIBLE
95_5	NEUTRAL
96_1	PLAUSIBLE
96_2	IMPLAUSIBLE
96_3	IMPLAUSIBLE
96_4	PLAUSIBLE
96_5	NEUTRAL
97_1	IMPLAUSIBLE
97_2	PLAUSIBLE
97_3	NEUTRAL
97_4	IMPLAUSIBLE
97_5	IMPLAUSIBLE
98_1	PLAUSIBLE
98_2	PLAUSIBLE
98_3	PLAUSIBLE
98_4	IMPLAUSIBLE
98_5	IMPLAUSIBLE
99_1	PLAUSIBLE
99_2	PLAUSIBLE
99_3	IMPLAUSIBLE
99_4	IMPLAUSIBLE
99_5	PLAUSIBLE
100_1	IMPLAUSIBLE
100_2	PLAUSIBLE
100_3	IMPLAUSIBLE
100_4	NEUTRAL
100_5	IMPLAUSIBLE
101_1	IMPLAUSIBLE
101_2	NEUTRAL
101_3	PLAUSIBLE
101_4	PLAUSIBLE
101_5	PLAUSIBLE
102_1	IMPLAUSIBLE
102_2	PLAUSIBLE
102_3	PLAUSIBLE
102_4	PLAUSIBLE
102_5	IMPLAUSIBLE
103_1	IMPLAUSIBLE
103_2	IMPLAUSIBLE
103_3	PLAUSIBLE
103_4	IMPLAUSIBLE
103_5	NEUTRAL
104_1	IMPLAUSIBLE
104_2	PLAUSIBLE
104_3	IMPLAUSIBLE
104_4	NEUTRAL
104_5	IMPLAUSIBLE
105_1	IMPLAUSIBLE
105_2	NEUTRAL
105_3	PLAUSIBLE
105_4	PLAUSIBLE
105_5	NEUTRAL
106_1	IMPLAUSIBLE
106_2	IMPLAUSIBLE
106_3	PLAUSIBLE
106_4	IMPLAUSIBLE
106_5	IMPLAUSIBLE
107_1	NEUTRAL
107_2	PLAUSIBLE
107_3	NEUTRAL
107_4	IMPLAUSIBLE
107_5	PLAUSIBLE
108_1	IMPLAUSIBLE
108_2	NEUTRAL
108_3	PLAUSIBLE
108_4	IMPLAUSIBLE
108_5	IMPLAUSIBLE
109_1	NEUTRAL
109_2	IMPLAUSIBLE
109_3	IMPLAUSIBLE
109_4	IMPLAUSIBLE
109_5	PLAUSIBLE
110_1	IMPLAUSIBLE
110_2	IMPLAUSIBLE
110_3	PLAUSIBLE
110_4	IMPLAUSIBLE
110_5	IMPLAUSIBLE
111_1	NEUTRAL
111_2	NEUTRAL
111_3	PLAUSIBLE
111_4	PLAUSIBLE
111_5	PLAUSIBLE
112_1	PLAUSIBLE
112_2	NEUTRAL
112_3	IMPLAUSIBLE
112_4	IMPLAUSIBLE
112_5	PLAUSIBLE
113_1	PLAUSIBLE
113_2	NEUTRAL
113_3	IMPLAUSIBLE
113_4	NEUTRAL
113_5	IMPLAUSIBLE
114_1	PLAUSIBLE
114_2	IMPLAUSIBLE
114_3	PLAUSIBLE
114_4	NEUTRAL
114_5	PLAUSIBLE
115_1	PLAUSIBLE
115_2	PLAUSIBLE
115_3	PLAUSIBLE
115_4	NEUTRAL
115_5	IMPLAUSIBLE
116_1	NEUTRAL
116_2	PLAUSIBLE
116_3	PLAUSIBLE
116_4	PLAUSIBLE
116_5	PLAUSIBLE
117_1	IMPLAUSIBLE
117_2	PLAUSIBLE
117_3	PLAUSIBLE
117_4	IMPLAUSIBLE
117_5	NEUTRAL
118_1	PLAUSIBLE
118_2	IMPLAUSIBLE
118_3	IMPLAUSIBLE
118_4	IMPLAUSIBLE
118_5	NEUTRAL
119_1	IMPLAUSIBLE
119_2	IMPLAUSIBLE
119_3	NEUTRAL
119_4	PLAUSIBLE
119_5	PLAUSIBLE
120_1	IMPLAUSIBLE
120_2	IMPLAUSIBLE
120_3	PLAUSIBLE
120_4	PLAUSIBLE
120_5	NEUTRAL
121_1	PLAUSIBLE
121_2	IMPLAUSIBLE
121_3	NEUTRAL
121_4	NEUTRAL
121_5	IMPLAUSIBLE
122_1	IMPLAUSIBLE
122_2	NEUTRAL
122_3	PLAUSIBLE
122_4	PLAUSIBLE
122_5	IMPLAUSIBLE
123_1	IMPLAUSIBLE
123_2	IMPLAUSIBLE
123_3	IMPLAUSIBLE
123_4	IMPLAUSIBLE
123_5	NEUTRAL
124_1	IMPLAUSIBLE
124_2	IMPLAUSIBLE
124_3	IMPLAUSIBLE
124_4	PLAUSIBLE
124_5	IMPLAUSIBLE
125_1	IMPLAUSIBLE
125_2	NEUTRAL
125_3	PLAUSIBLE
125_4	PLAUSIBLE
125_5	PLAUSIBLE
126_1	PLAUSIBLE
126_2	PLAUSIBLE
126_3	NEUTRAL
126_4	IMPLAUSIBLE
126_5	PLAUSIBLE
127_1	PLAUSIBLE
127_2	PLAUSIBLE
127_3	IMPLAUSIBLE
127_4	PLAUSIBLE
127_5	NEUTRAL
128_1	IMPLAUSIBLE
128_2	PLAUSIBLE
128_3	PLAUSIBLE
128_4	NEUTRAL
128_5	IMPLAUSIBLE
129_1	IMPLAUSIBLE
129_2	PLAUSIBLE
129_3	PLAUSIBLE
129_4	IMPLAUSIBLE
129_5	IMPLAUSIBLE
130_1	IMPLAUSIBLE
130_2	IMPLAUSIBLE
130_3	PLAUSIBLE
130_4	PLAUSIBLE
130_5	IMPLAUSIBLE
131_1	PLAUSIBLE
131_2	PLAUSIBLE
131_3	PLAUSIBLE
131_4	PLAUSIBLE
131_5	PLAUSIBLE
132_1	IMPLAUSIBLE
132_2	PLAUSIBLE
132_3	NEUTRAL
132_4	PLAUSIBLE
132_5	PLAUSIBLE
133_1	NEUTRAL
133_2	IMPLAUSIBLE
133_3	IMPLAUSIBLE
133_4	IMPLAUSIBLE
133_5	IMPLAUSIBLE
134_1	NEUTRAL
134_2	IMPLAUSIBLE
134_3	PLAUSIBLE
134_4	PLAUSIBLE
134_5	IMPLAUSIBLE
135_1	IMPLAUSIBLE
135_2	PLAUSIBLE
135_3	PLAUSIBLE
135_4	NEUTRAL
135_5	PLAUSIBLE
136_1	IMPLAUSIBLE
136_2	PLAUSIBLE
136_3	IMPLAUSIBLE
136_4	IMPLAUSIBLE
136_5	PLAUSIBLE
137_1	PLAUSIBLE
137_2	IMPLAUSIBLE
137_3	IMPLAUSIBLE
137_4	IMPLAUSIBLE
137_5	IMPLAUSIBLE
138_1	NEUTRAL
138_2	IMPLAUSIBLE
138_3	PLAUSIBLE
138_4	NEUTRAL
138_5	NEUTRAL
139_1	PLAUSIBLE
139_2	IMPLAUSIBLE
139_3	IMPLAUSIBLE
139_4	PLAUSIBLE
139_5	PLAUSIBLE
140_1	NEUTRAL
140_2	IMPLAUSIBLE
140_3	IMPLAUSIBLE
140_4	NEUTRAL
140_5	NEUTRAL
141_1	IMPLAUSIBLE
141_2	PLAUSIBLE
141_3	IMPLAUSIBLE
141_4	IMPLAUSIBLE
141_5	IMPLAUSIBLE
142_1	IMPLAUSIBLE
142_2	IMPLAUSIBLE
142_3	IMPLAUSIBLE
142_4	IMPLAUSIBLE
142_5	PLAUSIBLE
143_1	NEUTRAL
143_2	PLAUSIBLE
143_3	IMPLAUSIBLE
143_4	PLAUSIBLE
143_5	IMPLAUSIBLE
144_1	PLAUSIBLE
144_2	IMPLAUSIBLE
144_3	IMPLAUSIBLE
144_4	NEUTRAL
144_5	IMPLAUSIBLE
145_1	IMPLAUSIBLE
145_2	PLAUSIBLE
145_3	NEUTRAL
145_4	PLAUSIBLE
145_5	IMPLAUSIBLE
146_1	PLAUSIBLE
146_2	PLAUSIBLE
146_3	NEUTRAL
146_4	NEUTRAL
146_5	PLAUSIBLE
147_1	PLAUSIBLE
147_2	IMPLAUSIBLE
147_3	PLAUSIBLE
147_4	PLAUSIBLE
147_5	IMPLAUSIBLE
148_1	IMPLAUSIBLE
148_2	IMPLAUSIBLE
148_3	IMPLAUSIBLE
148_4	IMPLAUSIBLE
148_5	PLAUSIBLE
149_1	IMPLAUSIBLE
149_2	PLAUSIBLE
149_3	PLAUSIBLE
149_4	NEUTRAL
149_5	IMPLAUSIBLE
150_1	NEUTRAL
150_2	PLAUSIBLE
150_3	PLAUSIBLE
150_4	PLAUSIBLE
150_5	PLAUSIBLE
151_1	NEUTRAL
151_2	PLAUSIBLE
151_3	PLAUSIBLE
151_4	IMPLAUSIBLE
151_5	PLAUSIBLE
152_1	PLAUSIBLE
152_2	NEUTRAL
152_3	NEUTRAL
152_4	IMPLAUSIBLE
152_5	NEUTRAL
153_1	PLAUSIBLE
153_2	IMPLAUSIBLE
153_3	IMPLAUSIBLE
153_4	IMPLAUSIBLE
153_5	IMPLAUSIBLE
154_1	PLAUSIBLE
154_2	NEUTRAL
154_3	IMPLAUSIBLE
154_4	PLAUSIBLE
154_5	NEUTRAL
155_1	IMPLAUSIBLE
155_2	PLAUSIBLE
155_3	PLAUSIBLE
155_4	IMPLAUSIBLE
155_5	IMPLAUSIBLE
156_1	PLAUSIBLE
156_2	NEUTRAL
156_3	PLAUSIBLE
156_4	PLAUSIBLE
156_5	PLAUSIBLE
157_1	PLAUSIBLE
157_2	IMPLAUSIBLE
157_3	NEUTRAL
157_4	IMPLAUSIBLE
157_5	IMPLAUSIBLE
158_1	NEUTRAL
158_2	NEUTRAL
158_3	IMPLAUSIBLE
158_4	NEUTRAL
158_5	PLAUSIBLE
159_1	PLAUSIBLE
159_2	IMPLAUSIBLE
159_3	IMPLAUSIBLE
159_4	IMPLAUSIBLE
159_5	IMPLAUSIBLE
160_1	PLAUSIBLE
160_2	PLAUSIBLE
160_3	PLAUSIBLE
160_4	PLAUSIBLE
160_5	PLAUSIBLE
161_1	NEUTRAL
161_2	PLAUSIBLE
161_3	IMPLAUSIBLE
161_4	IMPLAUSIBLE
161_5	PLAUSIBLE
162_1	NEUTRAL
162_2	IMPLAUSIBLE
162_3	PLAUSIBLE
162_4	PLAUSIBLE
162_5	IMPLAUSIBLE
163_1	NEUTRAL
163_2	NEUTRAL
163_3	NEUTRAL
163_4	IMPLAUSIBLE
163_5	NEUTRAL
164_1	IMPLAUSIBLE
164_2	PLAUSIBLE
164_3	IMPLAUSIBLE
164_4	PLAUSIBLE
164_5	IMPLAUSIBLE
165_1	IMPLAUSIBLE
165_2	NEUTRAL
165_3	NEUTRAL
165_4	IMPLAUSIBLE
165_5	PLAUSIBLE
166_1	IMPLAUSIBLE
166_2	PLAUSIBLE
166_3	PLAUSIBLE
166_4	PLAUSIBLE
166_5	PLAUSIBLE
167_1	IMPLAUSIBLE
167_2	NEUTRAL
167_3	IMPLAUSIBLE
167_4	PLAUSIBLE
167_5	NEUTRAL
168_1	PLAUSIBLE
168_2	PLAUSIBLE
168_3	IMPLAUSIBLE
168_4	PLAUSIBLE
168_5	PLAUSIBLE
169_1	NEUTRAL
169_2	PLAUSIBLE
169_3	IMPLAUSIBLE
169_4	IMPLAUSIBLE
169_5	PLAUSIBLE
170_1	IMPLAUSIBLE
170_2	IMPLAUSIBLE
170_3	IMPLAUSIBLE
